koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
CANDIDATE,6.263491873,0.048,0.8513,2.83E+03,6.46,0.0651,1180,458.5,35.1,6247,4.255,1.194,13.952
FALSE POSITIVE,0.83620025,0.56,3.7127,3.31E+05,65.64,0.0174,1932,3299.29,145.4,5780,4.438,1,20.003
CANDIDATE,335.43143,0.4062,10.3,2.28E+02,7.12,1.1236,468,11.31,6.8,5172,3.315,4.721,13.938
CANDIDATE,558.21886,0.022,13.556,1.54E+03,3.1,1.2704,198,0.36,19.1,5679,4.581,0.794,15.326
CANDIDATE,290.02002,0.5367,23.87,1.73E+02,1.56,0.9025,321,2.51,7.6,6452,4.384,1.148,14.737
CANDIDATE,279.21957,0.6009,10.015,3.34E+02,4.92,0.8635,395,5.77,10.5,5159,3.648,2.604,13.845
CANDIDATE,348.665961,0.0873,3.849,3.91E+02,9.56,1.0528,493,13.93,10.8,5183,3.166,4.89,12.038
FALSE POSITIVE,616.34132,0.28,12.724,1.29E+03,2.11,1.1794,131,0.07,12.5,4197,4.659,0.588,15.894
CANDIDATE,222.28056,0.2151,3.035,2.72E+02,2.56,0.777,405,6.37,8,6543,4.17,1.531,12.401
CANDIDATE,570.01886,0.1946,3.52,4.29E+02,1.62,1.282,190,0.31,6.8,5496,4.579,0.79,14.441
CANDIDATE,378.9313911,,14.11,,,,,,,,,,15.316
CANDIDATE,580.8532679,,16.63,,,,,,,,,,15.927
FALSE POSITIVE,390.40832,0.0407,7.916,2.52E+02,0.63,0.7839,115,0.04,8.5,3659,4.858,0.4,13.974
FALSE POSITIVE,191.528018,0.0258,2.342,1.72E+02,1.32,0.6436,334,2.95,6.4,6054,4.416,1.009,13.337
FALSE POSITIVE,386.59946,0.2307,3.305,3.81E+02,1.89,1.0523,259,1.06,5.8,6137,4.487,0.963,14.79
FALSE POSITIVE,15.4032765,0.623,3.246,2.53E+02,1.32,0.1101,626,36.41,9.2,5272,4.508,0.799,15.555
CANDIDATE,7.58062893,0.382,3.484,8.61E+01,0.97,0.0764,937,182.01,10.9,5753,4.417,1.041,14.498
FALSE POSITIVE,61.0011095,0.7091,1.049,4.08E+02,2.55,0.3262,536,19.57,4.6,6418,4.395,1.171,15.227
FALSE POSITIVE,198.232389,0.0297,1.919,4.16E+02,2.28,0.6849,352,3.64,5.7,6263,4.382,1.113,13.991
FALSE POSITIVE,0.66062715,1.208,4.56,2.49E+02,26.13,0.0154,2327,6966.29,7.8,6322,4.426,1.075,14.162
CANDIDATE,248.421771,0.7838,4.187,7.04E+02,18.92,0.8927,579,26.64,8.8,4895,3.008,6.428,13.586
FALSE POSITIVE,456.5734,0.1768,5.465,3.98E+02,7.88,1.1533,413,6.88,7.6,5002,3.216,4.042,13.731
FALSE POSITIVE,601.13797,0.057,15.26,1.73E+02,1.81,1.3967,254,0.99,9.9,5786,4.155,1.388,13.17
FALSE POSITIVE,344.06248,0.935,15.6,1.36E+02,5.26,1.2186,589,28.42,17.7,7664,3.611,3.697,11.566
FALSE POSITIVE,39.94344731,,1.71,,,,,,,,,,12.218
CANDIDATE,551.22396,0.2134,5.896,5.71E+02,2.1,1.3184,206,0.42,17.2,5691,4.544,0.887,14.465
FALSE POSITIVE,466.90824,0.0868,2.64,6.60E+02,2.19,1.0865,210,0.46,5.4,5340,4.456,0.867,15.202
FALSE POSITIVE,361.30991,0.0802,12.968,2.76E+02,7.07,1.1641,422,7.5,10.6,4911,3.354,4.419,13.851
FALSE POSITIVE,199.4424134,1.1877,7.2533,3.22E+04,56.11,0.6615,344,3.32,486.4,5869,4.288,1.17,14.372
FALSE POSITIVE,31.59115876,1.247,2.6431,1.43E+03,72.91,0.1953,783,88.84,83.5,5178,3.714,2.295,13.687
FALSE POSITIVE,356.99135,0.2437,17.03,7.48E+02,2.47,0.9483,240,0.78,13.8,5539,4.467,0.913,15.684
FALSE POSITIVE,96.120478,0.5381,1.125,2.85E+02,2.08,0.397,460,10.62,6,6038,4.245,1.186,13.917
FALSE POSITIVE,9.63647672,0.046,2.999,4.76E+01,2.02,0.0994,1243,565.04,11.1,5125,3.631,3.007,12.162
FALSE POSITIVE,45.680876,0.206,2.293,3.50E+02,14.5,0.244,1215,514.91,3.7,4835,2.608,7.917,13.409
FALSE POSITIVE,43.169798,0.5639,9.686,1.21E+02,1.47,0.2338,615,33.77,6.9,5929,4.176,1.292,13.158
CANDIDATE,395.94327,0.1116,16.09,1.51E+03,2.53,0.9443,172,0.21,14.5,4596,4.63,0.678,15.921
CANDIDATE,76.37924,0.7333,0.645,2.76E+02,1.73,0.3286,406,6.41,5.7,5451,4.404,0.936,13.717
CANDIDATE,58.669218,0.332,3.712,1.69E+02,1.28,0.2918,450,9.68,10,5548,4.433,0.986,13.899
CANDIDATE,355.84731,0.1578,16.68,1.24E+02,1.68,1.08,354,3.71,9.8,6823,4.212,1.493,13.127
CANDIDATE,61.611129,0.364,14.96,8.29E+01,1.29,0.323,597,30.02,22,6533,4.227,1.386,12.332
CANDIDATE,150.728285,0.2751,2.718,2.14E+02,1.27,0.5487,321,2.51,5.6,5778,4.544,0.871,14.396
CANDIDATE,253.790434,0.1412,3.702,6.04E+02,2.06,0.7588,253,0.97,6.4,5426,4.535,0.85,15.327
FALSE POSITIVE,322.544807,0.0183,11.236,8.80E+01,0.68,0.8613,219,0.55,12.1,5359,4.611,0.741,11.697
CANDIDATE,35.6606167,,1.59,,,,,,,,,,13.951
FALSE POSITIVE,22.57494749,1.271,36.756,1.34E+03,49.49,0.1673,860,129.25,302.6,6581,4.192,1.468,11.612
CANDIDATE,587.38162,0.6822,11.973,8.64E+02,36.77,1.8953,527,18.29,12.8,4784,2.711,11.839,13.715
FALSE POSITIVE,85.5692223,0.98,4.954,5.39E+02,6.85,0.3798,536,19.51,18.2,5361,3.856,1.951,13.982
CANDIDATE,7.07987663,0.034,2.589,3.10E+02,1.36,0.0666,738,70.05,10,4808,4.521,0.806,15.975
CANDIDATE,91.240335,0.1436,2.314,2.06E+02,1.75,0.4058,494,14.03,5.7,6493,4.305,1.205,13.89
CANDIDATE,357.41382,0.1438,3.675,7.77E+02,3.01,1.0151,283,1.52,6.7,6233,4.412,1.076,15.388
CANDIDATE,359.854745,0.8071,3.429,3.02E+02,2.25,1.0501,302,1.97,6.1,6495,4.379,1.168,13.728
CANDIDATE,89.366114,0.39,3.945,4.94E+02,1.97,0.3819,391,5.54,6.3,5861,4.522,0.875,15.409
FALSE POSITIVE,422.255426,0.3769,4.974,1.94E+03,5.09,1.1357,277,1.39,17.4,6273,4.364,1.139,15.17
CANDIDATE,37.6259039,0.49,3.91,4.11E+02,1.81,0.2172,519,17.13,11.7,5874,4.542,0.871,15.013
CANDIDATE,100.414752,,1.72,,,,,,,,,,12.124
CANDIDATE,41.9934673,0.046,3.226,2.94E+02,1.56,0.2335,503,15.19,9.4,5766,4.498,0.915,14.847
CANDIDATE,94.67782,0.3614,2.215,2.87E+02,1.46,0.3885,353,3.67,5.9,5360,4.503,0.866,14.258
CANDIDATE,290.196139,0.017,13.698,2.81E+02,2.35,0.9128,341,3.2,15.7,6238,4.224,1.403,13.511
FALSE POSITIVE,471.39698,0.3379,10.714,3.30E+02,1.87,1.2155,265,1.16,13.1,6587,4.463,1.008,13.731
CANDIDATE,175.452812,0.1526,2.734,1.42E+02,3.96,0.7047,591,28.77,6.1,6184,3.58,3.304,13.086
CANDIDATE,367.07446,0.093,5.887,3.68E+02,2.15,1.0547,287,1.59,6.6,6315,4.407,1.116,14.666
CANDIDATE,366.684634,0.5294,3.284,4.56E+02,10.75,1.2691,444,9.18,9.1,5090,3.353,4.962,13.026
CANDIDATE,291.306507,0.3377,2.91,1.13E+03,2.49,0.7716,219,0.54,7.1,5031,4.548,0.748,15.789
CANDIDATE,93.006,0.4428,2.461,1.25E+02,1.97,0.4073,503,15.18,6.7,5518,3.973,1.742,12.979
CANDIDATE,26.46288074,,1.4,,,,,,,,,,13.023
FALSE POSITIVE,436.42852,0.3772,13.8,1.64E+02,1.26,1.1288,245,0.86,9.2,5997,4.466,0.971,13.298
CANDIDATE,20.69920737,,2.17,,,,,,,,,,11.957
CANDIDATE,466.002988,0.867,10.278,2.36E+03,4.92,1.1654,223,0.58,42.3,5830,4.54,0.876,14.692
CANDIDATE,302.77571,0.1265,3.183,1.11E+03,1,0.5874,106,0.03,7.1,3358,4.944,0.303,15.755
CANDIDATE,115.1995292,,2.67,,,,,,,,,,11.794
CANDIDATE,355.86134,0.003,23.39,1.22E+03,2.79,0.9429,233,0.7,15.2,5736,4.576,0.801,15.887
CANDIDATE,236.506437,0.1474,5.004,7.44E+02,10.37,0.8455,480,12.54,10.6,5066,3.414,3.9,13.856
CANDIDATE,19.3854894,0.0074,1.031,4.56E+03,6.13,0.1312,632,37.73,2.7,5432,4.42,0.913,13.891
CANDIDATE,416.8789312,,4.45,,,,,,,,,,15.69
CANDIDATE,48.38798413,,1.23,,,,,,,,,,15.025
CANDIDATE,357.588538,0.1542,3.367,3.45E+02,3.53,1.1418,420,7.38,7.2,7435,4.082,1.876,13.382
CANDIDATE,545.205601,0.3515,3.296,2.00E+02,1.66,1.3395,257,1.03,7.1,6273,4.345,1.155,12.812
CANDIDATE,105.053389,0.2199,1.988,1.77E+02,1.52,0.4566,449,9.61,5.8,6471,4.392,1.13,13.724
CANDIDATE,24.7967294,0.952,4.278,9.71E+02,3.14,0.1583,537,19.62,13.8,5496,4.592,0.776,15.627
CANDIDATE,44.7060191,1.6552,0.25,2.92E+02,60.47,0.2219,465,11.01,6.6,5509,4.482,0.811,13.783
CANDIDATE,125.277815,0.131,4.442,4.32E+02,15.75,0.6174,799,96.53,11,5119,2.961,7.738,13.325
CANDIDATE,27.2020672,0.223,1.811,1.80E+02,1.87,0.1808,719,63.31,8.7,5869,4.175,1.396,14.172
FALSE POSITIVE,64.71316809,0.573,5.69869,3.13E+05,62.03,0.3106,482,12.8,3582.5,6175,4.44,0.974,13.882
CANDIDATE,40.7282314,0.9828,13.677,2.22E+02,4.58,0.2692,829,111.83,19.4,6531,3.936,2.231,12.717
CANDIDATE,183.3804845,,3.25,,,,,,,,,,13.612
FALSE POSITIVE,1.036592136,1.25,2.296,2.12E+03,293.01,0.0231,4194,73013.77,150.6,4884,2.737,8.747,11.449
CANDIDATE,398.51312,0.5091,5.41,2.49E+02,1.23,0.9961,222,0.58,5.9,5776,4.596,0.759,13.843
CANDIDATE,559.785594,0.411,3.496,2.75E+02,1.88,1.3356,249,0.92,7.3,6201,4.352,1.111,13.295
CANDIDATE,109.43946,0.0905,3.801,1.87E+02,1,0.419,314,2.31,7.3,5359,4.611,0.741,13.718
CANDIDATE,194.2583534,,3.15,,,,,,,,,,15.779
CANDIDATE,164.507439,0.3819,11.428,4.34E+02,2.15,0.5707,346,3.39,11.7,5866,4.382,1.02,15.025
CANDIDATE,370.84786,0.8847,13.966,1.44E+03,4.03,1.0076,219,0.54,15.2,5291,4.539,0.886,15.479
CANDIDATE,73.908995,0.4947,3.916,1.01E+02,0.94,0.3464,421,7.44,7,5865,4.518,0.918,13.144
CANDIDATE,96.32561456,,2.28,,,,,,,,,,14.451
CANDIDATE,212.646179,0.1739,2.539,9.53E+02,3.19,0.727,321,2.5,5.4,6108,4.466,1.03,15.611
FALSE POSITIVE,371.54879,0.6743,9.841,1.26E+02,1.13,0.9599,230,0.66,10.1,5225,4.41,0.954,12.235
FALSE POSITIVE,226.499243,0.266,1.328,1.27E+02,0.89,0.6692,245,0.86,4.7,5093,4.525,0.798,12.059
CANDIDATE,251.48808,0.8011,6.8,3.05E+02,1.74,0.7757,284,1.55,6.4,5979,4.52,0.902,14.495
CANDIDATE,32.4185265,0.7105,5.154,1.11E+02,1.62,0.1877,687,52.7,7.9,5622,4.044,1.441,13.325
CANDIDATE,19.15976088,1.191,3.10166,3.25E+04,25.24,0.1126,424,7.65,900.3,4492,4.727,0.516,15.053
FALSE POSITIVE,2.61594288,0.711,6.45,7.21E+01,0.92,0.0386,1370,831.27,13.4,6063,4.476,1.012,15.367
FALSE POSITIVE,1.686009643,0.566,1.1818,3.90E+02,1.81,0.0275,1442,1024.99,48.5,5783,4.539,0.88,14.391
CANDIDATE,32.033211,0.007,5.289,7.13E+01,0.85,0.2044,591,28.78,9.2,6039,4.478,1.005,13.186
CANDIDATE,43.3975622,0.08,3.908,5.85E+02,1.69,0.2224,388,5.35,8.6,4871,4.608,0.725,15.944
CANDIDATE,478.7918502,,4.06,,,,,,,,,,14.63
FALSE POSITIVE,344.961485,0.3073,3.023,4.28E+02,1.61,0.8588,230,0.66,6.2,5481,4.51,0.775,15.023
CANDIDATE,22.2659599,0.03,4.816,6.13E+01,1.18,0.1716,896,152.29,8.3,6888,4.223,1.492,11.299
CANDIDATE,199.064336,0.763,13.623,2.65E+02,6.12,0.7637,483,12.81,15.4,5157,3.541,3.436,14.323
CANDIDATE,277.114286,0.0288,3.926,5.67E+02,17.56,1.0509,605,31.66,10.4,5117,2.986,7.549,12.348
CANDIDATE,323.159363,0.0504,2.427,3.69E+02,3.41,0.8873,331,2.83,7.4,5251,3.872,1.811,13.789
CANDIDATE,21.512259,0.1017,4.337,1.31E+02,1.13,0.1495,639,39.45,7.1,5611,4.424,0.997,14.489
CANDIDATE,303.226376,0.1097,1.802,1.46E+03,3.66,0.8778,274,1.33,12.7,5952,4.469,0.955,14.897
CANDIDATE,22.8631517,0.1918,1.659,1.03E+02,4.84,0.1951,1112,361.26,8.5,5043,3.339,4.874,12.26
CANDIDATE,97.942437,0.0071,2.575,1.00E+02,2.29,0.4443,600,30.59,7.8,5997,3.806,2.284,11.366
FALSE POSITIVE,163.820347,0.2012,1.331,1.20E+03,2.59,0.5557,251,0.93,7,4822,4.594,0.771,15.001
FALSE POSITIVE,151.577009,0.0653,2.59,4.68E+02,3.67,0.6083,502,14.96,9.3,6854,4.106,1.674,13.965
CANDIDATE,493.30572,0.327,5.425,4.05E+02,1.08,0.9988,149,0.12,7.2,4558,4.697,0.548,13.771
CANDIDATE,449.87203,0.1377,6.539,1.13E+03,2.59,1.0903,199,0.37,10.5,5310,4.578,0.786,15.29
CANDIDATE,419.93373,0.4097,10.29,2.85E+02,1.82,1.1253,285,1.57,12,6686,4.425,1.053,12.71
CANDIDATE,322.221973,0.2141,7.531,4.66E+02,2.18,0.9233,277,1.4,8.9,6026,4.437,1.006,14.718
CANDIDATE,235.413973,0.1095,3.065,1.03E+03,3.2,0.7645,304,2.03,6.9,6028,4.468,1.001,15.583
CANDIDATE,366.68293,0.782,3.854,1.08E+03,3.15,0.9305,222,0.58,6.4,5217,4.462,0.869,15.847
CANDIDATE,240.57135,0.457,11.164,9.22E+02,2.93,0.7621,302,1.96,36.9,6146,4.497,0.943,14.466
CANDIDATE,217.792748,0.926,4.695,1.49E+03,6.15,0.7021,334,2.94,16.6,5600,4.209,1.283,15.138
CONFIRMED,259.34304,0.447,16.04,3.50E+02,6.04,0.9302,449,9.65,13.1,5490,3.629,3.204,14.759
CANDIDATE,388.0388485,,4.44,,,,,,,,,,13.583
FALSE POSITIVE,8.34410791,0.546,1.606,2.55E+02,1.75,0.0834,993,229.93,9.9,6321,4.434,1.058,15.067
CANDIDATE,4.76815507,0.046,2.115,6.10E+01,0.49,0.0477,761,79.48,9.2,4680,4.618,0.649,13.442
FALSE POSITIVE,545.4562397,,5.91,,,,,,,,,,12.104
FALSE POSITIVE,2.709570339,1.238,5.57527,1.32E+04,223.75,0.0435,2427,8211.89,900.9,5030,3.18,5.208,13.368
CANDIDATE,49.49059818,,1.61,,,,,,,,,,13.841
CANDIDATE,364.18129,0.0594,6.65,4.70E+02,1.78,0.9383,209,0.45,7,4988,4.498,0.85,14.923
CANDIDATE,37.7935113,0.0794,1.718,6.72E+01,0.89,0.2279,592,29.06,6.9,6178,4.417,1.076,11.982
FALSE POSITIVE,0.855294909,1.269,2.89112,6.77E+03,49.03,0.0176,2137,4916.23,870.3,5846,4.27,1.207,13.683
FALSE POSITIVE,350.609298,0.0409,1.621,3.70E+02,3.88,1.047,405,6.37,3.6,6658,3.934,1.992,13.329
CANDIDATE,172.621943,0.3131,4.435,7.88E+02,26.09,0.7631,790,92.12,3.4,5119,2.795,9.343,13.414
CANDIDATE,264.708077,0.2277,3.975,4.61E+02,6.17,0.8757,425,7.68,6.3,5283,3.617,2.907,13.581
FALSE POSITIVE,452.40428,0.6038,17.2,2.17E+02,1.58,1.1753,256,1.01,8.2,6195,4.437,1.029,13.752
FALSE POSITIVE,0.699985822,0.28,3.02633,3.89E+05,46.27,0.0143,1653,1761.47,626.9,5264,4.617,0.724,15.667
CANDIDATE,8.67237968,0.1385,2.826,9.91E+01,0.87,0.0796,825,109.61,12.3,5620,4.498,0.882,14.219
CANDIDATE,35.9216912,0.7193,0.585,2.21E+02,1.38,0.1958,468,11.38,5.6,5161,4.49,0.829,13.791
FALSE POSITIVE,35.8726918,0.963,4.402,9.16E+02,62.51,0.2961,1670,1837.31,24.6,5254,2.494,15.369,13.375
CANDIDATE,102.300622,0.9599,4.473,7.81E+02,35.36,0.4546,984,221.33,13,4895,2.566,9.435,13.83
CANDIDATE,359.8455,0.4022,34.84,5.04E+02,14.76,1.2126,510,16.01,12.3,4945,3.058,6.632,12.117
CANDIDATE,22.7783121,0.3499,1.037,1.56E+02,1.89,0.1651,863,130.87,7.3,6538,4.162,1.477,13.787
CANDIDATE,114.406187,0.2729,4.92,1.31E+03,2.42,0.405,267,1.21,11.4,4641,4.589,0.691,15.746
CANDIDATE,132.114,0.2502,2.514,2.17E+02,0.75,0.4078,217,0.52,5.7,4342,4.715,0.523,13.586
CANDIDATE,623.2344,0.0831,14.448,6.03E+02,2.04,1.3288,196,0.35,15.8,5600,4.496,0.839,14.645
CANDIDATE,46.16051579,,2.37,,,,,,,,,,15.655
CANDIDATE,217.170081,86.1724,4.291,9.37E+02,109061,0.9171,802,97.62,9.5,5083,2.638,11.723,12.446
CANDIDATE,287.33114,0.529,12.722,4.07E+02,2.07,0.8181,266,1.18,19.7,5426,4.378,1.007,13.618
CONFIRMED,9.8788502,0.732,2.951,4.55E+02,2.64,0.0932,1003,238.98,13.4,6477,4.361,1.148,14.496
CANDIDATE,189.456089,0.2906,3.077,4.53E+02,2.2,0.6319,337,3.04,5.4,5991,4.387,1.026,15.242
CANDIDATE,230.358183,0.4159,2.031,1.02E+03,2.87,0.692,289,1.66,6.2,5803,4.465,0.884,15.571
CANDIDATE,211.54114,0.1723,5.4,7.51E+02,1.88,0.628,251,0.94,5.3,5433,4.629,0.689,15.784
CANDIDATE,88.523517,0.9117,7.22,8.28E+02,1.6,0.3027,209,0.45,7.7,3827,4.782,0.462,15.841
FALSE POSITIVE,386.2240091,,4.93,,,,,,,,,,14.166
CANDIDATE,134.35872,0.2786,13.3,7.52E+01,1.27,0.5414,499,14.61,16.5,6948,4.194,1.433,11.083
CANDIDATE,55.01469183,,2.34,,,,,,,,,,13.113
CANDIDATE,198.781156,0.1924,6.77,1.38E+02,1.69,0.7141,404,6.33,10.3,6493,4.22,1.424,12.752
FALSE POSITIVE,588.63759,0.3978,3.84,3.22E+02,1.52,1.2726,185,0.28,7.4,5135,4.479,0.849,13.714
CANDIDATE,111.149082,0.1665,2.911,3.94E+02,1.87,0.462,364,4.16,5.9,5763,4.511,0.948,14.889
CANDIDATE,284.87177,0.0404,15.63,1.07E+02,1.84,0.8901,401,6.1,10.1,6437,4.004,1.773,13.074
FALSE POSITIVE,9.8338474,0.733,14.585,5.76E+01,0.98,0.092,946,188.78,23.8,5929,4.308,1.202,12.792
CANDIDATE,190.860818,0.4668,2.823,5.12E+02,1.84,0.6244,273,1.32,6.2,5463,4.578,0.803,15.491
CANDIDATE,374.41813,0.5723,17.9,4.30E+02,2.42,1.0739,280,1.44,8.9,6195,4.407,1.124,15.429
CANDIDATE,263.30198,0.1782,2.213,3.78E+02,2.19,0.7722,308,2.11,5.6,5758,4.277,1.132,14.225
CANDIDATE,370.31761,0.3565,12.588,1.89E+03,2.98,0.8914,182,0.26,15.1,4665,4.584,0.701,15.988
CANDIDATE,37.959659,0.3842,2.793,2.88E+02,1.41,0.2137,484,12.93,6.9,5573,4.558,0.827,15.337
CANDIDATE,405.6296,0.4652,11.26,3.04E+02,1.4,1.0226,216,0.52,5.8,5583,4.58,0.79,15.006
FALSE POSITIVE,1.080695116,0.62,7.449,3.13E+05,155.22,0.0247,3344,29671.05,198.8,7796,3.937,2.34,14.355
CANDIDATE,11.8307724,0.592,8.791,1.36E+02,1.16,0.0968,770,83.17,12.4,5550,4.411,0.958,15.337
CANDIDATE,434.28175,0.3094,8.14,6.63E+02,1.94,0.9941,212,0.48,12.8,5544,4.529,0.75,14.886
CANDIDATE,33.814176,0.1563,7.69,2.23E+02,1.49,0.2095,589,28.41,8.1,6122,4.471,0.996,15.863
CANDIDATE,16.2957847,0.603,5.16,4.10E+02,2.13,0.1306,744,72.62,14.2,6063,4.476,1.012,15.735
CANDIDATE,28.201998,,3.86,,,,,,,,,,12.044
CANDIDATE,58.92565,0.0655,14.56,4.47E+01,1.5,0.3495,809,101.17,5.3,7282,3.961,2.216,12.044
FALSE POSITIVE,24.0733775,0.914,19.612,1.33E+03,27.78,0.1595,1263,601.46,76.9,4647,2.843,6.055,11.43
CANDIDATE,19.2405821,0.258,4.99,2.07E+02,1.19,0.1306,565,24.17,9,5031,4.485,0.848,15.099
CONFIRMED,232.040326,0.61,12.235,2.91E+02,2.05,0.7326,327,2.71,15.2,5903,4.3,1.156,13.797
CANDIDATE,28.684308,0.0138,4.64,2.82E+02,1.35,0.1674,512,16.27,9.1,5243,4.49,0.821,15.099
CANDIDATE,265.29617,0.3323,4.1,6.08E+02,2.99,0.8106,302,1.97,5.9,5589,4.27,1.218,14.424
CONFIRMED,61.569765,0.486,9.75,2.98E+02,2.44,0.3045,530,18.66,10.9,5626,4.149,1.389,15.589
CANDIDATE,58.940569,0.643,4.769,5.70E+02,2.48,0.3015,465,11.06,9.2,5819,4.468,0.99,15.606
CANDIDATE,14.1502311,0.013,1.503,2.08E+02,0.74,0.0931,390,5.44,9.3,3705,4.721,0.529,13.693
CANDIDATE,486.12702,0.3621,9.495,1.21E+02,1.18,1.1989,249,0.91,8.1,6008,4.373,1.062,12.988
FALSE POSITIVE,1.71029474,0.825,2.946,1.59E+02,1.04,0.0254,1267,610.77,14.5,5365,4.586,0.729,14.658
CONFIRMED,31.8245304,0.681,4.17,7.90E+01,0.8,0.1911,589,28.37,7.7,6338,4.545,0.847,13.827
CANDIDATE,140.2440875,,5.43,,,,,,,,,,15.717
CANDIDATE,48.04066636,,1.62,,,,,,,,,,12.877
CANDIDATE,12.008552,0.901,4.613,7.66E+01,2.08,0.1041,1016,251.93,11.8,5303,3.87,1.964,13.726
CANDIDATE,10.4314847,0.95,2.09,5.91E+01,0.77,0.0884,700,56.67,9.6,5361,4.588,0.774,13.241
CANDIDATE,47.5571352,0.6234,1.708,3.39E+02,1.85,0.2494,507,15.58,6.7,5861,4.436,0.958,14.732
FALSE POSITIVE,1.838514245,0.947,3.2601,1.19E+05,57.6,0.0279,1572,1447.16,470,5799,4.326,1.055,13.925
FALSE POSITIVE,8.412008943,0.539,5.41096,1.36E+05,50.83,0.0825,1100,345.76,5696.2,6247,4.225,1.314,13.551
FALSE POSITIVE,3.912679136,23.127,3.556,2.92E+05,1794.2,0.0427,1018,253.12,1229.9,5616,4.553,0.72,14.756
FALSE POSITIVE,7.544804312,1.266,8.2678,6.50E+03,63.99,0.073,1233,546.03,587.2,5953,3.984,1.609,12.92
CANDIDATE,27.2497521,0.194,11.609,1.02E+02,4.49,0.2193,1090,333.56,14.6,5440,3.404,4.524,13.33
FALSE POSITIVE,2.283466438,0.457,7.7999,8.64E+05,218.79,0.0373,2014,3883.24,1103.1,6723,4.089,1.719,14.312
FALSE POSITIVE,0.692807507,1.196,1.49242,2.53E+04,46.44,0.0154,2057,4211.9,260.9,5780,4.438,1,15.726
FALSE POSITIVE,17.27929077,0.496,5.07591,1.64E+05,27.66,0.1141,556,22.63,2841.5,5251,4.623,0.658,15.16
CANDIDATE,16.9972894,0.825,2.585,2.25E+02,3.14,0.1378,956,197.18,11.1,5897,3.98,1.86,14.5
CANDIDATE,93.05654364,,2.34,,,,,,,,,,12.749
CANDIDATE,88.433122,0.021,2.392,1.20E+02,1.7,0.4212,595,29.68,4,7092,4.176,1.525,12.749
CANDIDATE,282.34315,0.5038,3.956,2.21E+02,2.35,0.9132,404,6.31,3.7,7092,4.176,1.525,12.749
FALSE POSITIVE,4.326946311,0.482,5.55905,4.09E+05,106.99,0.0517,1481,1137.15,4247.8,6231,4.078,1.501,13.253
FALSE POSITIVE,527.29093,0.2371,14.305,2.01E+02,1.3,1.2344,216,0.51,16,5671,4.466,0.919,12.796
FALSE POSITIVE,168.858303,0.0436,12.964,1.19E+02,2.41,0.671,526,18.16,9.7,6608,3.907,2.189,13.409
CONFIRMED,5.34264143,0.021,2.453,6.91E+02,1.72,0.0531,799,96.47,19.9,5101,4.63,0.67,13.116
FALSE POSITIVE,19.38444245,0.203,20.5899,3.37E+03,28.3,0.1719,1185,466.04,685.3,4968,3.291,5.026,11.98
CANDIDATE,1.645319649,0.118,1.635,1.08E+03,2.46,0.0257,1296,666.35,11.8,5416,4.603,0.756,15.517
FALSE POSITIVE,2.179924994,0.711,4.87581,2.53E+05,60.99,0.0334,1448,1040.63,4541.1,6106,4.487,0.966,13.96
FALSE POSITIVE,10.13540105,0.704,5.6831,2.56E+05,89.16,0.0894,1035,270.76,4311.3,5895,4.103,1.415,13.92
FALSE POSITIVE,2.02487934,0.3797,1.621,1.46E+02,1,0.0288,1284,643.17,7.7,5440,4.496,0.825,14.808
CANDIDATE,15.3573445,0.966,1.634,1.17E+02,1.42,0.1223,729,66.65,9.6,5818,4.464,0.986,12.72
CONFIRMED,5.71668787,0.616,1.97,4.32E+02,1.92,0.0599,955,196.51,11.8,5638,4.488,0.883,15.665
CONFIRMED,51.1658019,0.817,4.637,2.59E+02,1.51,0.2494,398,5.96,12.2,4963,4.501,0.826,14.55
FALSE POSITIVE,12.4249559,0.174,16.332,1.10E+02,0.88,0.1017,703,57.8,17.6,5524,4.54,0.847,14.72
FALSE POSITIVE,12.427135,0.011,12.81,3.25E+01,1.05,0.1167,1143,403.8,4.2,6561,4.054,1.821,13.306
CANDIDATE,77.792718,0.576,6.08,2.88E+02,2.17,0.3548,453,10,9.1,5497,4.243,1.241,15.245
CANDIDATE,163.5148985,,3.08,,,,,,,,,,15.553
FALSE POSITIVE,1.946198513,0.249,4.0336,1.31E+05,52.58,0.0315,1853,2779.44,902.8,6224,4.165,1.433,13.993
CANDIDATE,5.288547653,0.93,3.2646,2.19E+03,55.28,0.0793,2333,6999.38,218.9,4918,2.889,9.169,11.317
CANDIDATE,294.055263,0.0617,14.32,7.70E+02,2.8,0.8824,288,1.64,21.1,6108,4.453,1.011,14.827
FALSE POSITIVE,30.4838006,1.222,2.6,1.84E+04,23.87,0.1552,315,2.32,9.4,3857,4.717,0.531,15.021
FALSE POSITIVE,5.7584367,0.101,2.587,7.37E+02,66.22,0.0968,3389,31195.25,26.8,4754,2.194,25.287,13.819
FALSE POSITIVE,25.9522913,0.142,10.977,5.58E+02,2.03,0.1696,567,24.49,14,5692,4.547,0.866,15.999
FALSE POSITIVE,8.58599537,0.316,2.4078,8.18E+02,39.03,0.1165,2319,6831.52,36.9,4805,2.605,13.941,11.598
FALSE POSITIVE,9.892240848,1.28,4.1774,5.28E+03,40.38,0.0924,907,160.25,314,6225,4.461,1.009,13.664
